track_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Artist
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",3,2023,6,2,727,16,94186466.0,17,60,28.0,1,44.0,90,A,Minor,60,13,53,4,0,21,4,Metro Boomin
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",3,2023,6,2,727,16,94186466.0,17,60,28.0,1,44.0,90,A,Minor,60,13,53,4,0,21,4,Roisee
Andrea,2,2022,5,6,1195,0,344055883.0,8,30,13.0,1,1.0,103,C#,Minor,80,45,62,76,0,10,38,Buscabulla
Andrea,2,2022,5,6,1195,0,344055883.0,8,30,13.0,1,1.0,103,C#,Minor,80,45,62,76,0,10,38,Bad Bunny
Angel Baby,1,2021,9,9,1959,9,408843328.0,52,25,32.0,0,10.0,145,B,Major,56,41,57,1,0,13,3,Troye Sivan
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",5,2023,5,1,577,14,133753727.0,22,18,15.0,1,0.0,74,A#,Minor,53,24,67,11,0,10,28,Kodak Black
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",5,2023,5,1,577,14,133753727.0,22,18,15.0,1,0.0,74,A#,Minor,53,24,67,11,0,10,28,NLE Choppa
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",5,2023,5,1,577,14,133753727.0,22,18,15.0,1,0.0,74,A#,Minor,53,24,67,11,0,10,28,Muni Long
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",5,2023,5,1,577,14,133753727.0,22,18,15.0,1,0.0,74,A#,Minor,53,24,67,11,0,10,28,JVKE
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",5,2023,5,1,577,14,133753727.0,22,18,15.0,1,0.0,74,A#,Minor,53,24,67,11,0,10,28,Jimin
Angels Like You,1,2020,11,27,3372,19,570515054.0,65,48,138.0,1,102.0,122,F,Major,67,49,64,10,0,10,3,Miley Cyrus
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",4,2023,6,2,551,4,86773632.0,13,46,20.0,1,10.0,146,B,Minor,61,20,48,21,0,12,6,Swae Lee
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",4,2023,6,2,551,4,86773632.0,13,46,20.0,1,10.0,146,B,Minor,61,20,48,21,0,12,6,Lil Wayne
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",4,2023,6,2,551,4,86773632.0,13,46,20.0,1,10.0,146,B,Minor,61,20,48,21,0,12,6,Offset
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",4,2023,6,2,551,4,86773632.0,13,46,20.0,1,10.0,146,B,Minor,61,20,48,21,0,12,6,Metro Boomin
Another Love,1,2012,10,15,18371,83,1813673666.0,250,122,36.0,19,2.0,123,E,Minor,45,13,54,70,0,9,4,Tom Odell
Antes de Perderte,1,2022,6,2,584,8,157136970.0,12,1,8.0,0,1.0,110,F,Minor,81,61,93,49,0,12,11,Duki
Anti-Hero,1,2022,10,21,9082,56,999748277.0,242,142,165.0,9,310.0,97,E,Major,64,51,63,12,0,19,5,Taylor Swift
Antidepresan,2,2022,11,4,313,2,136689549.0,10,6,7.0,1,9.0,100,B,Minor,70,92,59,3,0,10,3,Mabel Matiz
Antidepresan,2,2022,11,4,313,2,136689549.0,10,6,7.0,1,9.0,100,B,Minor,70,92,59,3,0,10,3,Mert Demir
"Apna Bana Le (From ""Bhediya"")",2,2022,11,5,86,0,139836056.0,11,101,0.0,0,48.0,94,A,Major,59,44,56,80,0,6,3,Arijit Singh
"Apna Bana Le (From ""Bhediya"")",2,2022,11,5,86,0,139836056.0,11,101,0.0,0,48.0,94,A,Major,59,44,56,80,0,6,3,Sachin-Jigar
Apocalypse,1,2017,3,21,13091,17,841749534.0,61,96,790.0,2,116.0,94,F,Major,37,17,47,2,46,11,3,Cigarettes After Sex
Arcade,1,2019,3,7,6646,0,991336132.0,107,47,584.0,1,2.0,72,A,Minor,45,27,33,82,0,14,4,Duncan Laurence
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol",2,2023,3,22,654,3,100409613.0,11,3,18.0,1,1.0,124,B,Minor,72,79,78,55,0,15,30,Arcangel
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol",2,2023,3,22,654,3,100409613.0,11,3,18.0,1,1.0,124,B,Minor,72,79,78,55,0,15,30,Bizarrap
Area Codes,2,2023,3,17,1197,13,113509496.0,44,34,25.0,1,171.0,155,C#,Major,82,51,39,2,0,9,49,Kaliii
Area Codes,2,2023,3,17,1197,13,113509496.0,44,34,25.0,1,171.0,155,C#,Major,82,51,39,2,0,9,49,Kaliii
As It Was,1,2022,3,31,23575,130,2513188493.0,403,198,863.0,46,2.0,174,F#,Minor,52,66,73,34,0,31,6,Harry Styles
Astronaut In The Ocean,1,2019,1,1,7191,0,1138474110.0,146,18,478.0,0,7.0,150,E,Minor,78,47,70,18,0,15,9,Masked Wolf
Atlantis,1,2015,4,22,3045,6,571386359.0,43,53,134.0,1,32.0,166,G#,Minor,40,23,48,5,0,12,3,Seafret
Attention,1,2022,8,1,799,12,264717480.0,14,141,9.0,0,1.0,105,A#,Minor,81,70,65,24,0,8,4,NewJeans
Auntie Diaries,1,2022,5,13,1545,0,37778188.0,1,0,4.0,0,0.0,78,G,Major,43,60,38,76,1,48,38,Kendrick Lamar
B.O.T.A. (Baddest Of Them All) - Edit,2,2022,6,15,5153,6,244585109.0,102,53,113.0,12,0.0,137,C#,Major,74,71,89,24,61,15,5,Interplanetary Criminal
B.O.T.A. (Baddest Of Them All) - Edit,2,2022,6,15,5153,6,244585109.0,102,53,113.0,12,0.0,137,C#,Major,74,71,89,24,61,15,5,Eliza Rose
BABY HELLO,2,2023,6,23,1004,35,54266102.0,42,80,58.0,3,169.0,130,C#,Minor,77,84,89,17,0,43,5,Rauw Alejandro
BABY HELLO,2,2023,6,23,1004,35,54266102.0,42,80,58.0,3,169.0,130,C#,Minor,77,84,89,17,0,43,5,Bizarrap
BABY OTAKU,4,2022,8,18,836,0,159240673.0,14,1,13.0,0,0.0,102,A,Major,84,43,75,5,0,6,8,Fran C
BABY OTAKU,4,2022,8,18,836,0,159240673.0,14,1,13.0,0,0.0,102,A,Major,84,43,75,5,0,6,8,Polima WestCoast
BABY OTAKU,4,2022,8,18,836,0,159240673.0,14,1,13.0,0,0.0,102,A,Major,84,43,75,5,0,6,8,Nickoog Clk
BABY OTAKU,4,2022,8,18,836,0,159240673.0,14,1,13.0,0,0.0,102,A,Major,84,43,75,5,0,6,8,Pablito Pesadilla
BESO,2,2023,3,24,4053,50,357925728.0,82,121,182.0,12,171.0,95,F,Minor,77,53,64,74,0,17,14,Rauw Alejandro
BESO,2,2023,3,24,4053,50,357925728.0,82,121,182.0,12,171.0,95,F,Minor,77,53,64,74,0,17,14,ROSALï¿½
BILLIE EILISH.,1,2022,1,20,2537,0,277132266.0,49,1,67.0,11,1.0,100,C#,Major,90,75,50,11,0,9,26,Armani White
BREAK MY SOUL,1,2022,6,21,9724,0,354614964.0,222,61,259.0,14,2.0,115,C#,Minor,70,87,88,4,0,26,8,Beyoncï¿
Baby Don't Hurt Me,3,2023,4,6,4277,66,177740666.0,145,111,213.0,11,810.0,128,G,Major,60,23,91,0,0,12,3,David Guetta
Baby Don't Hurt Me,3,2023,4,6,4277,66,177740666.0,145,111,213.0,11,810.0,128,G,Major,60,23,91,0,0,12,3,Anne-Marie
Baby Don't Hurt Me,3,2023,4,6,4277,66,177740666.0,145,111,213.0,11,810.0,128,G,Major,60,23,91,0,0,12,3,Coi Leray
Back To December (Taylor's Version),1,2023,7,7,139,17,39228929.0,16,72,5.0,0,8.0,142,D,Major,50,20,64,1,0,12,3,Taylor Swift
BackOutsideBoyz,1,2022,11,4,1045,0,93367537.0,8,5,2.0,0,0.0,142,F,Minor,85,40,43,4,0,39,32,Drake
Bad Decisions (with BTS & Snoop Dogg),3,2022,8,5,1456,0,219196651.0,53,2,33.0,0,0.0,120,C#,Major,77,94,87,2,0,23,12,Snoop Dogg
Bad Decisions (with BTS & Snoop Dogg),3,2022,8,5,1456,0,219196651.0,53,2,33.0,0,0.0,120,C#,Major,77,94,87,2,0,23,12,BTS
Bad Decisions (with BTS & Snoop Dogg),3,2022,8,5,1456,0,219196651.0,53,2,33.0,0,0.0,120,C#,Major,77,94,87,2,0,23,12,Benny Blanco
Bad Habit,1,2022,6,29,8186,12,822633917.0,155,72,131.0,16,29.0,169,C#,Major,69,69,51,63,0,38,4,Steve Lacy
Bad Habits,1,2020,9,3,12755,8,1555511105.0,344,97,945.0,15,2.0,126,B,Minor,81,59,90,5,0,36,3,Ed Sheeran
Baile no Morro,3,2022,6,10,685,2,129314708.0,17,0,24.0,0,30.0,130,D#,Minor,71,78,40,46,0,7,45,Mc Vitin Da Igrejinha
Baile no Morro,3,2022,6,10,685,2,129314708.0,17,0,24.0,0,30.0,130,D#,Minor,71,78,40,46,0,7,45,MC Tairon
Baile no Morro,3,2022,6,10,685,2,129314708.0,17,0,24.0,0,30.0,130,D#,Minor,71,78,40,46,0,7,45,DJ Win
Bam Bam (feat. Ed Sheeran),2,2022,3,4,6111,4,756907987.0,185,40,492.0,9,35.0,95,G#,Major,76,96,70,18,0,33,4,Camila Cabello
Bam Bam (feat. Ed Sheeran),2,2022,3,4,6111,4,756907987.0,185,40,492.0,9,35.0,95,G#,Major,76,96,70,18,0,33,4,Ed Sheeran
Bamba (feat. Aitch & BIA),3,2022,9,22,869,7,146223492.0,14,12,12.0,2,28.0,138,A#,Major,80,82,81,14,0,13,36,Luciano
Bamba (feat. Aitch & BIA),3,2022,9,22,869,7,146223492.0,14,12,12.0,2,28.0,138,A#,Major,80,82,81,14,0,13,36,Aitch
Bamba (feat. Aitch & BIA),3,2022,9,22,869,7,146223492.0,14,12,12.0,2,28.0,138,A#,Major,80,82,81,14,0,13,36,Bï¿½
Bar,2,2021,11,11,755,4,200972675.0,22,3,0.0,0,0.0,94,C#,Major,52,68,69,13,0,33,8,Tini
Bar,2,2021,11,11,755,4,200972675.0,22,3,0.0,0,0.0,94,C#,Major,52,68,69,13,0,33,8,L-Gante
Barbie World (with Aqua) [From Barbie The Album],3,2023,6,23,1117,80,65156199.0,82,145,65.0,16,2.0,144,C#,Major,77,75,58,52,0,23,25,Nicki Minaj
Barbie World (with Aqua) [From Barbie The Album],3,2023,6,23,1117,80,65156199.0,82,145,65.0,16,2.0,144,C#,Major,77,75,58,52,0,23,25,Aqua
Barbie World (with Aqua) [From Barbie The Album],3,2023,6,23,1117,80,65156199.0,82,145,65.0,16,2.0,144,C#,Major,77,75,58,52,0,23,25,Ice Spice
Beautiful Girl,1,2022,4,22,710,4,160035717.0,16,11,18.0,0,0.0,140,B,Minor,84,61,42,31,0,9,9,Luciano
Bebe Dame,2,2022,12,16,849,22,367316268.0,27,129,21.0,7,111.0,157,G,Major,54,75,60,30,0,7,5,Fuerza Regida
Bebe Dame,2,2022,12,16,849,22,367316268.0,27,129,21.0,7,111.0,157,G,Major,54,75,60,30,0,7,5,Grupo Frontera
Before You Go,1,2019,11,1,8327,24,1608045237.0,205,130,625.0,0,25.0,112,D#,Major,45,19,60,63,0,9,6,Lewis Capaldi
Beggin,1,2017,12,8,8559,0,1367810478.0,183,64,964.0,9,75.0,134,B,Minor,71,59,80,13,0,36,5,Mï¿½ï¿½ne
Bejeweled,1,2022,10,21,2699,0,328207708.0,39,35,22.0,2,0.0,164,G,Major,70,39,56,6,0,9,7,Taylor Swift
Believer,1,2017,1,31,18986,23,2594040133.0,250,121,36.0,10,31.0,125,A#,Minor,77,74,78,4,0,23,11,Imagine Dragons
Belly Dancer,2,2022,2,18,5115,13,383835984.0,109,38,301.0,1,33.0,122,C#,Major,85,42,80,6,0,17,14,BYOR
Belly Dancer,2,2022,2,18,5115,13,383835984.0,109,38,301.0,1,33.0,122,C#,Major,85,42,80,6,0,17,14,Imanbek
"Besharam Rang (From ""Pathaan"")",6,2022,12,12,130,4,140187018.0,21,79,2.0,0,0.0,116,G#,Minor,77,65,80,6,0,15,4,Vishal-Shekhar
"Besharam Rang (From ""Pathaan"")",6,2022,12,12,130,4,140187018.0,21,79,2.0,0,0.0,116,G#,Minor,77,65,80,6,0,15,4,Shilpa Rao
"Besharam Rang (From ""Pathaan"")",6,2022,12,12,130,4,140187018.0,21,79,2.0,0,0.0,116,G#,Minor,77,65,80,6,0,15,4,Caralisa Monteiro
"Besharam Rang (From ""Pathaan"")",6,2022,12,12,130,4,140187018.0,21,79,2.0,0,0.0,116,G#,Minor,77,65,80,6,0,15,4,Kumaar
"Besharam Rang (From ""Pathaan"")",6,2022,12,12,130,4,140187018.0,21,79,2.0,0,0.0,116,G#,Minor,77,65,80,6,0,15,4,Vishal Dadlani
"Besharam Rang (From ""Pathaan"")",6,2022,12,12,130,4,140187018.0,21,79,2.0,0,0.0,116,G#,Minor,77,65,80,6,0,15,4,Shekhar Ravjiani
Besos Moja2,2,2022,9,29,2460,13,309483971.0,53,7,56.0,3,1.0,94,F,Minor,74,64,73,6,0,10,6,Wisin & Yandel
Besos Moja2,2,2022,9,29,2460,13,309483971.0,53,7,56.0,3,1.0,94,F,Minor,74,64,73,6,0,10,6,ROSALï¿½
Best Friends,1,2022,1,7,1292,0,101114984.0,3,18,14.0,0,0.0,87,E,Minor,49,49,59,44,0,35,21,The Weeknd
Better Days (NEIKED x Mae Muller x Polo G),3,2021,9,24,4091,0,421040617.0,105,2,73.0,13,1.0,110,C#,Minor,72,67,68,0,0,14,4,NEIKED
Better Days (NEIKED x Mae Muller x Polo G),3,2021,9,24,4091,0,421040617.0,105,2,73.0,13,1.0,110,C#,Minor,72,67,68,0,0,14,4,Mae Muller
Better Days (NEIKED x Mae Muller x Polo G),3,2021,9,24,4091,0,421040617.0,105,2,73.0,13,1.0,110,C#,Minor,72,67,68,0,0,14,4,Polo G
Better Than Revenge (Taylor's Version),1,2023,7,7,86,11,30343206.0,3,33,3.0,0,1.0,146,B,Minor,50,67,89,0,0,19,8,Taylor Swift
Betty (Get Money),1,2022,6,10,2402,0,221752937.0,45,2,26.0,0,1.0,102,C#,Major,73,62,75,0,0,34,8,Yung Gravy
Bigger Than The Whole Sky,1,2022,10,21,1180,0,121871870.0,4,0,8.0,0,0.0,166,F#,Major,42,7,24,83,1,12,6,Taylor Swift
Bite Me,1,2023,5,22,349,69,76767396.0,8,96,5.0,0,56.0,105,C#,Major,80,69,78,28,0,11,14,ENHYPEN
Blank Space,1,2014,1,1,11434,53,1355959075.0,154,123,410.0,2,81.0,96,F,Major,75,57,68,9,0,13,6,Taylor Swift
Blessed-Cursed,1,2022,1,10,246,0,77337771.0,2,12,10.0,0,0.0,127,E,Minor,60,40,89,9,0,60,6,ENHYPEN
Blind,1,2022,12,9,1484,0,163284000.0,22,51,12.0,0,0.0,114,A,Minor,46,60,28,91,0,21,4,SZA
Blinding Lights,1,2019,11,29,43899,69,3703895074.0,672,199,36.0,20,2.0,171,C#,Major,50,38,80,0,0,9,7,The Weeknd
Bloody Mary,1,2011,1,1,3909,0,372476382.0,66,26,277.0,3,734.0,100,A,Minor,59,49,65,2,0,13,3,Lady Gaga
Bohemian Rhapsody - Remastered 2011,1,1975,10,31,40112,3,2197010679.0,321,162,36.0,8,17.0,71,C#,Minor,41,23,40,27,0,30,5,Queen
Bombonzinho - Ao Vivo,2,2022,11,3,1254,6,263453310.0,26,69,73.0,2,6.0,158,C#,Major,65,72,95,31,0,92,5,Israel & Rodolffo
Bombonzinho - Ao Vivo,2,2022,11,3,1254,6,263453310.0,26,69,73.0,2,6.0,158,C#,Major,65,72,95,31,0,92,5,Ana Castela
Bones,1,2021,3,11,4198,44,838079900.0,98,108,327.0,17,153.0,114,F,Minor,77,65,72,2,0,7,5,Imagine Dragons
Bored,1,2017,3,30,4204,0,777765388.0,39,45,250.0,0,0.0,120,G,Major,60,11,33,90,0,8,5,Billie Eilish
Born Singer,1,2022,6,10,279,0,79095270.0,0,18,6.0,0,0.0,158,G#,Minor,60,68,84,4,0,24,11,BTS
Born With A Beer In My Hand,1,2023,3,3,203,0,34450974.0,5,9,0.0,0,0.0,148,C#,Major,53,61,81,5,0,36,4,Morgan Wallen
Bound 2,1,2013,1,1,19806,7,703301727.0,33,11,274.0,0,0.0,149,C#,Major,37,28,66,14,0,9,5,Kanye West
Boy With Luv (feat. Halsey),2,2019,4,12,4260,0,1065580332.0,113,92,259.0,0,1.0,120,B,Minor,65,80,86,9,0,19,10,Halsey
Boy With Luv (feat. Halsey),2,2019,4,12,4260,0,1065580332.0,113,92,259.0,0,1.0,120,B,Minor,65,80,86,9,0,19,10,BTS
Boy's a liar,1,2022,11,30,1225,0,156338624.0,27,0,28.0,13,0.0,133,F,Major,66,74,84,25,0,21,4,PinkPantheress
Boy's a liar Pt. 2,2,2023,2,3,5184,41,156338624.0,154,84,102.0,14,37.0,133,F,Major,70,86,81,25,0,25,5,PinkPantheress
Boy's a liar Pt. 2,2,2023,2,3,5184,41,156338624.0,154,84,102.0,14,37.0,133,F,Major,70,86,81,25,0,25,5,Ice Spice
Boyfriend,1,2022,2,11,3766,0,496311364.0,76,0,102.0,0,2.0,180,G,Minor,35,23,61,23,0,19,6,Dove Cameron
Boyfriends,1,2022,5,20,1517,0,137070925.0,26,2,30.0,0,0.0,118,C#,Major,42,32,20,94,0,11,4,Harry Styles
Brividi,2,2022,2,2,1175,0,135079152.0,34,1,31.0,0,0.0,123,G,Major,52,44,60,40,0,26,3,Mahmood
Brividi,2,2022,2,2,1175,0,135079152.0,34,1,31.0,0,0.0,123,G,Major,52,44,60,40,0,26,3,Blanco
Broke Boys,2,2022,11,4,1060,0,106249219.0,3,8,5.0,0,0.0,120,D,Major,64,11,53,1,0,25,27,Drake
Broke Boys,2,2022,11,4,1060,0,106249219.0,3,8,5.0,0,0.0,120,D,Major,64,11,53,1,0,25,27,21 Savage
Bussin,2,2022,2,11,847,0,64714573.0,25,0,14.0,0,0.0,140,B,Major,89,75,70,6,0,13,5,Nicki Minaj
Bussin,2,2022,2,11,847,0,64714573.0,25,0,14.0,0,0.0,140,B,Major,89,75,70,6,0,13,5,Lil Baby
Butter,1,2021,5,21,4779,6,1143647827.0,180,135,223.0,0,5.0,110,G#,Major,79,70,36,0,0,6,11,BTS
Bye,1,2023,5,26,324,14,95053634.0,13,110,8.0,2,60.0,122,C#,Major,78,70,81,57,0,10,5,Peso Pluma
Bye Bye,2,2022,10,14,766,0,84697729.0,16,0,9.0,0,0.0,83,D#,Minor,65,24,53,6,0,51,4,Marshmello
Bye Bye,2,2022,10,14,766,0,84697729.0,16,0,9.0,0,0.0,83,D#,Minor,65,24,53,6,0,51,4,Juice WRLD
CAIRO,2,2022,11,13,2418,26,294352144.0,52,66,55.0,1,16.0,115,F,Minor,95,43,69,47,0,9,31,Karol G
CAIRO,2,2022,11,13,2418,26,294352144.0,52,66,55.0,1,16.0,115,F,Minor,95,43,69,47,0,9,31,Ovy On The Drums
CHORRITO PA LAS ANIMAS,1,2022,12,2,2321,36,345031710.0,29,65,34.0,5,3.0,96,G#,Minor,74,61,83,11,0,35,6,Feid
CORAZï¿½ï¿½N VA,1,2023,6,22,370,20,43857627.0,12,16,18.0,4,93.0,98,C#,Major,68,40,79,33,0,30,6,Maria Becerra
CUFF IT,1,2022,7,29,7842,10,595900742.0,215,88,330.0,26,23.0,115,G,Major,78,64,69,4,0,7,14,Beyoncï¿
Caile,1,2020,12,18,1494,2,273914335.0,17,12,15.0,0,0.0,122,C#,Major,70,46,76,30,0,9,45,Luar La L
California Breeze,1,2022,10,14,991,0,85559365.0,36,38,13.0,0,3.0,162,F,Minor,74,22,67,0,0,11,46,Lil Baby
California Love - Original Version (Explicit),3,1995,12,28,18773,0,579395142.0,128,17,36.0,0,0.0,92,G,Major,77,76,84,3,0,38,4,Dr. Dre
California Love - Original Version (Explicit),3,1995,12,28,18773,0,579395142.0,128,17,36.0,0,0.0,92,G,Major,77,76,84,3,0,38,4,2Pac
California Love - Original Version (Explicit),3,1995,12,28,18773,0,579395142.0,128,17,36.0,0,0.0,92,G,Major,77,76,84,3,0,38,4,Roger
Call Out My Name,1,2018,3,29,11087,6,1449799467.0,151,107,801.0,1,105.0,134,C#,Major,45,17,60,21,0,33,4,The Weeknd
Callaita,2,2019,5,31,9539,15,1304313953.0,162,116,355.0,7,0.0,176,D,Major,61,24,62,60,0,24,31,Bad Bunny
Callaita,2,2019,5,31,9539,15,1304313953.0,162,116,355.0,7,0.0,176,D,Major,61,24,62,60,0,24,31,Tainy
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",4,2023,6,2,1051,16,109276132.0,31,37,31.0,0,189.0,140,C#,Major,63,22,54,46,0,12,8,Swae Lee
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",4,2023,6,2,1051,16,109276132.0,31,37,31.0,0,189.0,140,C#,Major,63,22,54,46,0,12,8,A Boogie Wit da Hoodie
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",4,2023,6,2,1051,16,109276132.0,31,37,31.0,0,189.0,140,C#,Major,63,22,54,46,0,12,8,Metro Boomin
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",4,2023,6,2,1051,16,109276132.0,31,37,31.0,0,189.0,140,C#,Major,63,22,54,46,0,12,8,NAV
Calm Down,1,2022,2,9,4013,10,445763624.0,107,44,750.0,22,2.0,107,B,Major,81,82,78,38,0,12,4,Rï¿½ï
Calm Down (with Selena Gomez),2,2022,3,25,7112,77,899183384.0,202,119,318.0,38,96.0,107,B,Major,80,82,80,43,0,14,4,Rï¿½ï¿½ma
Calm Down (with Selena Gomez),2,2022,3,25,7112,77,899183384.0,202,119,318.0,38,96.0,107,B,Major,80,82,80,43,0,14,4,Selena G
Can't Hold Us (feat. Ray Dalton),3,2011,8,16,6074,52,1953533826.0,201,44,36.0,2,0.0,146,D,Major,63,88,93,3,0,10,8,Ray Dalton
Can't Hold Us (feat. Ray Dalton),3,2011,8,16,6074,52,1953533826.0,201,44,36.0,2,0.0,146,D,Major,63,88,93,3,0,10,8,Ryan Lewis
Can't Hold Us (feat. Ray Dalton),3,2011,8,16,6074,52,1953533826.0,201,44,36.0,2,0.0,146,D,Major,63,88,93,3,0,10,8,Macklemore
Car's Outside,1,2019,10,18,794,10,265882712.0,38,25,61.0,0,263.0,150,A,Major,34,24,56,4,0,11,3,James Arthur
Cartï¿½ï¿½o B,2,2023,5,11,269,4,71573339.0,7,2,30.0,1,11.0,108,A,Minor,84,55,47,26,0,20,64,MC Caverinha
Cartï¿½ï¿½o B,2,2023,5,11,269,4,71573339.0,7,2,30.0,1,11.0,108,A,Minor,84,55,47,26,0,20,64,KayBlack
Casei Com a Putaria,3,2022,7,1,648,4,187701588.0,0,0,30.0,0,0.0,161,A#,Minor,59,62,60,12,0,5,44,MC Ryan SP
Casei Com a Putaria,3,2022,7,1,648,4,187701588.0,0,0,30.0,0,0.0,161,A#,Minor,59,62,60,12,0,5,44,Love Funk
Casei Com a Putaria,3,2022,7,1,648,4,187701588.0,0,0,30.0,0,0.0,161,A#,Minor,59,62,60,12,0,5,44,Mc Paiva ZS
Cash In Cash Out,4,2022,6,10,2313,0,136676504.0,34,0,29.0,0,0.0,120,G,Major,88,15,56,1,0,8,6,Pharrell Williams
Cash In Cash Out,4,2022,6,10,2313,0,136676504.0,34,0,29.0,0,0.0,120,G,Major,88,15,56,1,0,8,6,Tyler
Cash In Cash Out,4,2022,6,10,2313,0,136676504.0,34,0,29.0,0,0.0,120,G,Major,88,15,56,1,0,8,6,The Creator
Cash In Cash Out,4,2022,6,10,2313,0,136676504.0,34,0,29.0,0,0.0,120,G,Major,88,15,56,1,0,8,6,21 Savage
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",7,2022,1,14,1034,1,245400167.0,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30,Quevedo
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",7,2022,1,14,1034,1,245400167.0,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30,La Pantera
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",7,2022,1,14,1034,1,245400167.0,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30,Juseph
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",7,2022,1,14,1034,1,245400167.0,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30,Cruz Cafunï¿½ï¿½
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",7,2022,1,14,1034,1,245400167.0,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30,Bï¿½ï¿½jo
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",7,2022,1,14,1034,1,245400167.0,19,5,12.0,0,0.0,174,F,Minor,67,74,75,44,0,7,30,Abhir Hathi
Celestial,1,2022,9,29,1639,0,176474912.0,86,14,80.0,0,37.0,123,D,Major,57,50,85,5,0,16,4,Ed Sheeran
Ch y la Pizza,2,2022,12,1,536,10,288101651.0,10,72,8.0,3,14.0,149,G#,Major,66,85,60,40,0,14,13,Fuerza Regida
Ch y la Pizza,2,2022,12,1,536,10,288101651.0,10,72,8.0,3,14.0,149,G#,Major,66,85,60,40,0,14,13,Natanael Cano
Chale,1,2022,2,18,695,11,299648208.0,16,41,13.0,1,1.0,189,G#,Major,55,86,44,40,0,7,4,Eden Muï¿½ï
Chance,1,2022,4,6,225,0,89566512.0,11,0,7.0,0,0.0,138,C#,Minor,72,22,46,24,0,9,6,Paulo Londra
Chanel,2,2023,3,30,681,10,161460990.0,15,92,21.0,2,26.0,132,D,Major,85,53,68,40,0,9,4,Becky G
Chanel,2,2023,3,30,681,10,161460990.0,15,92,21.0,2,26.0,132,D,Major,85,53,68,40,0,9,4,Peso Pluma
Chemical,1,2023,4,14,2528,39,172825906.0,56,91,59.0,3,486.0,170,D,Major,50,37,90,0,0,12,5,Post Malone
Cheques,1,2023,5,19,67,8,47956378.0,7,10,0.0,0,57.0,90,E,Minor,74,36,63,26,0,27,5,Shubh
Christmas (Baby Please Come Home),1,1963,11,22,9122,0,242767149.0,121,58,212.0,0,0.0,126,D#,Major,34,35,76,39,0,8,5,Darlene Love
Christmas Tree,1,2021,12,24,509,9,317622165.0,8,106,6.0,0,8.0,139,F,Major,44,18,38,70,0,12,4,V
Cigarettes,1,2021,12,10,975,0,185408548.0,11,0,10.0,0,0.0,160,D,Major,60,47,62,3,0,38,4,Juice WRLD
Cinema,1,2022,5,20,2171,0,189236868.0,18,1,28.0,0,0.0,106,A,Minor,83,90,64,35,5,9,4,Harry Styles
